content,score,at,content_sentiment,content_sentiment_num,content_sentiment_confidence
I love the game,5,2025-03-31 05:53:40,positive,2,0.9457007646560668
I love this game it's so open world and action and parkour and gliding but unfortunately It TAKES 32 GIGABYTES but it's worth it please try the game it won't disappoint,5,2025-03-31 05:52:13,positive,2,0.8293449878692627
nice adventure so far in the beginning,4,2025-03-31 05:50:40,positive,2,0.9777594208717346
Please listen to your players' feed back.,1,2025-03-31 05:42:03,neutral,1,0.6223987936973572
Bring back the English Va's,1,2025-03-31 05:33:09,neutral,1,0.9660111665725708
"hey hoyoverse if you can recast Keqing VA, Candace Va, and Especially Paimon then I might consider grinding your game once again sharing everything from my experience cause I seriously don't like a game where the majority of characters are muted it's frustrating to only hear Paimon annoying voice while the important character are muted or went absolute Silent it is a great game but the issue with the voice acting is absurd it's already 1 year and a half. come on I still love this game",1,2025-03-31 04:54:33,positive,2,0.6004573106765747
the best,5,2025-03-31 04:52:25,positive,2,0.7932087779045105
I luv it soooooooooo much!! the world is soooooo pretty and the character designsssss!!!!! but they need more hot boys!!!🎀🌸🌷,5,2025-03-31 04:52:09,positive,2,0.9871663451194764
Addictive and good,5,2025-03-31 04:48:35,positive,2,0.9168715476989746
+1 for controller support,2,2025-03-31 04:36:57,neutral,1,0.3994454741477966
best game ever,5,2025-03-31 04:08:12,positive,2,0.915415346622467
too much fan service xoxo,3,2025-03-31 03:36:55,positive,2,0.8723086714744568
"3rd anniversary, things are getting pretty good :)",1,2025-03-31 03:34:05,positive,2,0.979257106781006
Honestly the one of the best open world games out there. Dont pass it if youre looking into downloading it even if its huge and takes up a lot of space its worth it.,5,2025-03-31 03:25:42,positive,2,0.9773117899894714
good game but some glitch need to fix overall good physics I rate 5.,5,2025-03-31 03:16:09,neutral,1,0.6833882331848145
This game sucks because it only works with a controller what a iPhone 12 controller doesn't work for Android that's why I think this game sucks big time and they are never going to fix it it because those people too damn cheap to have it where you can play what a controller on Android but at least it works on PS5 and PC,1,2025-03-31 03:06:26,negative,0,0.9883614182472228
love this game from very beginning. but the exploration needs better experience for user.,5,2025-03-31 03:06:09,positive,2,0.9636906385421752
Fantastic!,5,2025-03-31 02:45:44,positive,2,0.9083406925201416
"I really like the game and everything I'd give it 5 stars but I always lose my 50/50 and stuff, I won it one time in almost two years😭,but other then that the story and quality are amazing.",4,2025-03-31 02:42:27,positive,2,0.9539051055908204
"I am quite disappointed with the recent versions because first of all, I didn't feel the genshin feels with the storylines you've presented. it feels forced and I don't know, just cringed. then I hate your character designs. yes, it's vibey but its against to how you've explained the nation to be closed off from the outside world. third, too much fanservice for the men. can you just tone it down a bit and maybe release five star men with fun playstyle? l can't believe it's only kinich and ifa",1,2025-03-31 02:34:13,negative,0,0.9869781732559204
"Been playing consistently since 2.5, and we're now at 5.5. To say this game has lost its charm would be an understatement. Increasingly convoluted mechanics get added, quests focus on one-off NPCs that spew an endless amount of dialogue you can't skip, playable characters are skewed more and more toward fan service in addition to female characters severely outweighing male ones in the past year. HYV doesn't listen to their international player base, they make silly changes that nobody asked for.",1,2025-03-31 02:20:01,negative,0,0.992542028427124
Mid,1,2025-03-31 01:56:35,neutral,1,0.365498274564743
whatever they say this is the game I enjoy to play and love.,5,2025-03-31 01:45:52,positive,2,0.991448700428009
"Genshin is an Excellent game, just bring in more primogems",5,2025-03-31 01:44:40,positive,2,0.7483793497085571
العبة سيئة جدا كلما اسحب من اجل شخصية 4 ستار احصل على 5 ستار انا لااريدها,1,2025-03-31 01:38:21,neutral,1,0.5650113224983215
nice,5,2025-03-31 01:17:57,positive,2,0.7540208101272583
graphics are good,5,2025-03-31 01:07:24,positive,2,0.9831776022911072
fun addictive game,5,2025-03-31 00:58:53,positive,2,0.9798930883407592
good,4,2025-03-31 00:56:21,positive,2,0.8451583385467529
I... was obsessed!!,5,2025-03-31 00:37:29,positive,2,0.6122516989707947
love the graphics and heroes but it is very hard to get a 5 star heroes,5,2025-03-31 00:23:15,neutral,1,0.671110987663269
very fun game mobile,5,2025-03-31 00:05:21,positive,2,0.9802718758583068
very fun and detailed game! I can't stop playing!,5,2025-03-31 00:04:21,positive,2,0.9903777837753296
it's sooo amazing game!! it also have 3d effects that make it cooler!! and it's characters are soo cute and beautiful!! download it nowwww!!!!!!!!🩷🩷🩷🩷🩷🌹🌹🌹,5,2025-03-30 23:58:03,positive,2,0.9947022795677184
i love dis game,5,2025-03-30 23:54:20,positive,2,0.858732283115387
my love for this game has no limits,5,2025-03-30 23:51:10,positive,2,0.9806045293807985
I love th game it's amazing,5,2025-03-30 23:49:23,positive,2,0.9890235662460328
"great animation,great story 👏🏻😀",5,2025-03-30 23:32:32,positive,2,0.9919793605804444
very good game of adventure fight and very much,5,2025-03-30 23:29:06,positive,2,0.9862433075904846
"I've been playing this since 2021, and still playing it daily. I still love everything about the game even during the Natlan update.",5,2025-03-30 23:28:51,positive,2,0.9845257997512816
"I LOVE genshin, it's an amazing game with STUNNING graphics, but since the Natlan arc, it kind of feels like the characters are designed to be more fanservice, rather than have interesting lore and characteristics. by the way,I HATE how I have to finish the chasm quests before starting the chasm archon quest, because the world quest is genuinely so long and boring 😭 Also, primogems are SO HARD to get nowadays",4,2025-03-30 23:26:23,negative,0,0.7350163459777832
"Okay editing my review after 3 years of playing. There is no hope for this game. worst devs, no improvements, extremely greedy. Only people still praise this are fanatics who have spent a lot of money on this already and paid content creators",1,2025-03-30 23:14:25,negative,0,0.7446382641792297
Not good QoL,1,2025-03-30 23:06:16,negative,0,0.7532382607460022
"kicks me out... before i can even enter the first city. too big for most phones to handle, and while the graphics may be great, phones aren't built for them. if you really want to play, you should probably just play on something else.",1,2025-03-30 22:58:00,neutral,1,0.6302393674850464
I LOVE FURINA...,5,2025-03-30 22:55:59,positive,2,0.9463106989860536
I give this game one star because you hoyo careless about genshin players,1,2025-03-30 22:42:02,negative,0,0.8643960356712341
Improve the rewards,4,2025-03-30 22:41:27,positive,2,0.9182409048080444
for now I'm using JP voice over. hoyoverse should just kick out the problematic english Voice Actors and recast Eng VA outside of US,3,2025-03-30 22:28:34,neutral,1,0.4999805092811584
"This game has a lot of potential, but the devs are kinda selfish and don't listen to the players, and the reward for every quest is so small, not f2p friendly .",2,2025-03-30 22:28:01,neutral,1,0.8943213224411011
Wow,1,2025-03-30 22:17:39,positive,2,0.9598196744918824
asks for feedback but proceeds to ignore feedback.,1,2025-03-30 22:08:28,negative,0,0.8039567470550537
"I'm OBSSESED with this game[frfr] I've play genshin around 2.0 but I'm not an og that much since I always was too lazy to play to back then, but genshin will always be my favorite adventure game from the space of my heart, till I complete the whole game, I'll be retiring but right now all I have to say it's a really fun interactive amazing game!^^ so much to learn so much lore and theories, mwamwa",5,2025-03-30 22:06:01,positive,2,0.9924949407577516
overall good gameplay but as a mobile player myself you should play it on PC or console,5,2025-03-30 21:51:47,positive,2,0.9846985936164856
Dev never listen,1,2025-03-30 21:42:20,negative,0,0.6953782439231873
why can't I login with my facebook account,1,2025-03-30 21:39:29,negative,0,0.8081281781196594
"I've been playing for hours and hours now. It's impressive how it's written and animated — it's as if I were really a here in a story! Though, it would be nice if there was an autistic-friendly option. All the tons of info that I get at a time are... overwhelming. I'll give 5 stars, but only because I can't give 6!",5,2025-03-30 21:35:50,positive,2,0.965162992477417
Open world was amazing but community and characters are all gay and strange so deleted it. It's a shame this map could've have been used to make the best mobile game ever .,1,2025-03-30 21:35:04,neutral,1,0.7858251333236694
"i lost 50/50 4 times in a row, wanna make it 5?",1,2025-03-30 21:31:28,neutral,1,0.7473152279853821
good open world and graphics game,5,2025-03-30 21:26:37,positive,2,0.9842797517776488
This game is my most favourite game as it is the only game that have best graphics and the starting of the game is very gorgeous 😍🥰 but the from yesterday I am facing an issue where It gets stuck at loading screen and after about 5 minutes it says unable to login so please fix this issue,4,2025-03-30 21:11:59,negative,0,0.7658997178077698
"This games have gambling mechanic I don't recomand for children. I like this style. Bad optimization, eat the battery -_- I recomand this game is fun. But the co-op is bad..",3,2025-03-30 21:08:21,negative,0,0.5277241468429565
"Really good experience, good rewards but the Inazuma map has really strong enemies an I feel like they should be balanced,an another thing beating those strong enemies give common chest while beating hilichural at monstad gives a exclusive chest I feel like this is a big scam",4,2025-03-30 20:56:55,negative,0,0.6683386564254761
"This game has the potential to be one of the best mobile games but it keeps ruining it by not listening to it's consumers, making all the new female characters fan service and the Natlan region is as if it is from another game, the character design in Natlan are so stupid it doesn't fit the world of teywat, the resighn is too little, there is no way to save any of the resighn that you couldn't use one day, no skip bottun for the long, boring and unimportant dialogues and so many more...",2,2025-03-30 20:46:02,negative,0,0.9971141815185548
trash game also gooner devs,1,2025-03-30 20:39:20,negative,0,0.9922239780426024
I don't like how the company treats it's employees and how problematic the game is overall and how bad genshin is at listening to their players. also I don't like their use of AI.,1,2025-03-30 20:36:57,negative,0,0.9895167946815492
"HONESTLY IDC ABOUT THE STORAGE THE GAME IS WORTH IT, THE QUEST MAY BE HARD BUT ITS FUN BTW FOR THOSE WHO WANT TO DOWNLOAD LET ME REMIND YOU ITS 35GB UP BUT ITS WORTH IT I RECOMMEND FOR THOSE WHO HAVE 128GB UP PHONES AND TABS/IPADS, ITS BETTER THAN ANY GAMES",5,2025-03-30 20:31:11,positive,2,0.9896624088287354
"I am play game it's amazing, wonderful game , adventure and mission graphics cool gaming I like this game",5,2025-03-30 20:10:43,positive,2,0.995859682559967
I love it,5,2025-03-30 19:59:03,positive,2,0.9829347729682922
pretty good,4,2025-03-30 19:54:03,positive,2,0.9578709006309508
best game ever,5,2025-03-30 19:35:21,positive,2,0.915415346622467
"in ancient mountain path on stone dragon "" Touch "" option didn't appear I think it is some kind of glitch I restart the game but didn't solve please do something.",1,2025-03-30 19:24:04,negative,0,0.976323902606964
"Best game with epic cutscences, the reward hav greatly increase and with the addittion of Natlan has introduced numerous fun mechanics bit could we get a. free 10pulls pls I need varesa",5,2025-03-30 19:09:26,positive,2,0.9873129725456238
love it favourite game,5,2025-03-30 18:55:39,positive,2,0.9775325059890748
Amazing game absolutely love it kinda femboy/gay fanbase but overall this game is more than just good,5,2025-03-30 18:51:25,positive,2,0.9255625009536744
i love it but the storage consumption is just.. killing my 64gb phone..,4,2025-03-30 18:47:07,neutral,1,0.5983362793922424
op,5,2025-03-30 18:37:38,neutral,1,0.3448411226272583
I uhh.. I JUST LOVE GENSHIN OKAY. MY FAVORITE GAME SINCE EARLY 2022!!💗💗💗,5,2025-03-30 18:36:54,positive,2,0.98807692527771
id rather not say my opinion on this games marketing strategy along side much of its stolen mechanics,1,2025-03-30 18:32:05,negative,0,0.9189655780792236
It is very very good😊😊😊😊💯💯💯💯💯💯,5,2025-03-30 18:25:56,positive,2,0.988732099533081
really nice games,5,2025-03-30 18:19:21,positive,2,0.9500343799591064
The game is good and all I really like it but the game keeps on crashing I tried uninstalling and downloading it again but still it doesn't work it keeps on crashing,3,2025-03-30 18:17:43,neutral,1,0.7076162099838257
"Hard to progress for ""Free to play""",1,2025-03-30 18:15:46,negative,0,0.9468982815742492
love,5,2025-03-30 18:05:37,positive,2,0.9517345428466796
nice game i rate it 5star,5,2025-03-30 18:03:16,positive,2,0.9473350048065186
because this game is soo nice and beautiful,5,2025-03-30 17:59:30,positive,2,0.9714087247848512
the best,5,2025-03-30 17:53:23,positive,2,0.7932087779045105
u still playing hoyo games lmao,1,2025-03-30 17:44:53,neutral,1,0.5329391360282898
The best adventure game I've ever played,5,2025-03-30 17:34:26,positive,2,0.9757128357887268
worst game i have ever played!! Wuwa is better,1,2025-03-30 17:18:07,negative,0,0.9128863215446472
amazing experience,5,2025-03-30 17:12:15,positive,2,0.908679187297821
good game,5,2025-03-30 16:24:43,positive,2,0.9216454029083252
life experience game based,5,2025-03-30 15:49:08,neutral,1,0.7463165521621704
its super duper amazing,5,2025-03-30 15:48:21,positive,2,0.9681356549263
the best gay ever an I love the grafic,5,2025-03-30 15:43:53,positive,2,0.9405664205551147
I can't login to my account saying your account has encountered security risk,3,2025-03-30 15:43:32,negative,0,0.917427659034729
makin lama makin best main genshin👍🏼🔥,5,2025-03-30 15:29:15,positive,2,0.974709689617157
one of the best game forever,5,2025-03-30 15:21:24,positive,2,0.9659197330474854
You can hardly get any pulls. the rewards are bad.,1,2025-03-30 14:34:53,neutral,1,0.6236347556114197
Still poor wish rate. No improvements,1,2025-03-30 14:27:46,negative,0,0.9721260666847228
👌❤️‍🔥,5,2025-03-30 14:27:26,neutral,1,0.3864839971065521
very good,5,2025-03-30 14:20:43,positive,2,0.9726731181144714
amazed!!,5,2025-03-30 14:19:25,positive,2,0.7643033266067505
ігра топ,5,2025-03-30 14:12:25,neutral,1,0.3864839971065521
explore the world,4,2025-03-30 13:57:09,neutral,1,0.9722667932510376
The Gacha system sucks I spent 4800 primogems and get all garbage not a single 5star character. I will stop playing this whole season and the transmuter make the notifications off I HATE IT I love the game but the Gacha literally sucks and fake at least rewards is with something. I will rate 5 stars later Thanks for the fix of the new update,4,2025-03-30 13:42:14,negative,0,0.9775077700614928
with anime themed games and open world is also quite light this is my favorite game,5,2025-03-30 13:23:01,positive,2,0.9960952401161194
"By playing this game, it feels like I have entered the world of anime. Those who watch anime should definitely play this game once. I really enjoyed playing this game 🫠",5,2025-03-30 13:04:51,positive,2,0.9910237789154052
"too much resources, but it is indeed a great game. 🥰",4,2025-03-30 13:04:10,positive,2,0.665289044380188
great graphics,5,2025-03-30 12:57:54,positive,2,0.9658364057540894
"AS THE TIME PASSES this game completely change lmao, It looks like i am playing A Child game compared to other game like Wuthering waves which is More challenging, way less Boring, and every patch feels new. lmao genshyt -1000 star for this game",1,2025-03-30 12:54:03,negative,0,0.8543936014175415
they fired the best employee who good at fill up communities request and boost the the game now they turn thing over not recommend to play sooner or later it for pay to win the rough enemies without testing only put and grind,1,2025-03-30 12:44:27,negative,0,0.9945916533470154
"Incredible, I love the story and the Adventure we have with our travel companion. The only problem was the space it takes on mobile phones or laptops so I download it on my PS4 but the upgrades every month needs 75g internet yeah it was the only problem but it's a great game now I'm gonna play other games from Hoyoverse too such as Star Rail",5,2025-03-30 12:42:34,positive,2,0.9948875308036804
"Genshin is a great open-world game, and it's gameplay is awesome. Natlan's aq storyline is really entertaining. The only thing is that getting primos takes SO MUCH TIME but I think that's just cuz I'm bad at the game lol",5,2025-03-30 12:38:34,positive,2,0.940061628818512
It's pretty good,5,2025-03-30 12:37:25,positive,2,0.9838825464248656
ig it's fun,5,2025-03-30 12:26:20,positive,2,0.9934198260307312
amazing game! I like the art style used in the game and the overall character design!,5,2025-03-30 12:06:05,positive,2,0.9941617846488952
its great but i still feel its lacking,4,2025-03-30 11:21:10,neutral,1,0.7791601419448853
dem kinda cool,5,2025-03-30 11:20:58,positive,2,0.9262942671775818
you've changed 😞,1,2025-03-30 11:09:32,neutral,1,0.6796247959136963
recast eng vas🥰,5,2025-03-30 11:08:45,neutral,1,0.8856414556503296
I'm so excited how it is!!,5,2025-03-30 11:07:16,positive,2,0.9858821630477904
Needs controller support,1,2025-03-30 11:06:18,neutral,1,0.762811541557312
i never been seen a game like this. this is the best of the bestest game i ever played.,5,2025-03-30 10:54:12,positive,2,0.9724887013435364
It is better than I expected,5,2025-03-30 10:54:12,positive,2,0.920500874519348
worst game in the world it 32gb to play the game,1,2025-03-30 10:53:26,negative,0,0.9949057102203368
good game I like it,5,2025-03-30 10:50:17,positive,2,0.9926378726959229
STOP MAKING THIS GAME GOONER BAIT,5,2025-03-30 10:50:08,negative,0,0.9918562173843384
2 days for download recorces,5,2025-03-30 10:43:15,neutral,1,0.9648661613464355
IM GETTING ADDICT,5,2025-03-30 10:39:42,positive,2,0.6343322992324829
game is top notch but y do I have error 4201 when my wifi is 50 mbps,1,2025-03-30 10:39:17,negative,0,0.66960209608078
"version 5.5 boasts that it has android controller support, doesn't work on my android device. uninstalled",1,2025-03-30 10:38:33,negative,0,0.5220557451248169
Hi everyone thanks for playing,5,2025-03-30 10:26:39,positive,2,0.9905765056610109
wow,5,2025-03-30 09:57:38,positive,2,0.9598196744918824
"lots of hot chicks and fan service. perfect 👌 and as a bonus a good story. the dubbing is a little rough at times, only complaint.",5,2025-03-30 09:06:54,positive,2,0.9923478364944458
old quest the very beast buttttt new play game nott gooddd,4,2025-03-30 09:00:33,negative,0,0.7064587473869324
i like this,5,2025-03-30 08:59:19,positive,2,0.994683563709259
I'm so sad how much this game has fallen. RIP Genshin welcome WUWA!,1,2025-03-30 08:46:19,neutral,1,0.7727394700050354
great game! but why can't I get in the game? it always says I'm on security risk and I haven't played for a long time please do something!,3,2025-03-30 08:07:34,positive,2,0.6364110708236694
this uses too much storage tho but it's VERY GOOD,5,2025-03-30 07:57:13,positive,2,0.6790239810943604
👍,5,2025-03-30 07:56:02,neutral,1,0.3864839971065521
"I loved playing Genshin for three years, but lately, the content has been a bit boring lately. Especially with a lot of the English voice actors not even being there. And even the rewards and primos are little.",3,2025-03-30 07:12:58,negative,0,0.6733906269073486
"im a bit petty, but Hoyoverse, how are you gonna make me lose the 50/50 on my BIRTHDAY. I just wanted the featured character",2,2025-03-30 06:57:15,neutral,1,0.4935707449913025
this game is even though I didn't play it yet but I see it a lot I can't play because my phone is weak and also my internet is weak I hope she would be nice to my phone and thank you ♥️,5,2025-03-30 06:49:35,positive,2,0.8133877515792847
"Great game! however do note its Powercreep heavy! if you dont spend money, you will not get far even as a F2P or low spender!",4,2025-03-30 06:41:13,positive,2,0.869612455368042
"very draining, don't get me wrong. I like their designs and gameplay, but the fact you can get so little of a time-consuming events and quests. and you have to pull for like 100 just to get ONE gold pull is CRAZY I just wanted a cosy game for my free time since I have a LIFE! this game wants a pay to win situation so bad!",1,2025-03-30 06:37:28,negative,0,0.5539978742599487
RNG Suck,1,2025-03-30 05:55:39,negative,0,0.9924588799476624
"Grafik yang indah!!. Apalagi saat explore Fontaine musiknya, cerita archonnya yang semakin menarik di Fontaine. GG dah pokoknya",1,2025-03-30 05:28:18,neutral,1,0.7553353905677795
beautiful game love the characters,5,2025-03-30 05:22:14,positive,2,0.992499053478241
"не могу сменить почту на аккаунте, мой емейл больше не работает а войти в аккаунт не могу так же. в поддержке не помогли, когда я отправила заявку на смену почты мне отклонили заявку так как ""аккаунт скорее всего не мой""",1,2025-03-30 05:04:45,neutral,1,0.3657336235046386
"Just like last year, they've put out another 10/10 region. From the gimmicks to the characters to the abilities and everything in between is perfect. This time, we got the most cinematic Archon Quest yet. The main World Quest storyline came with several mind bending reveals that has once again changed everything we knew about Teyvat.",5,2025-03-30 04:56:32,positive,2,0.995854675769806
"Best game in the world I recommend this game to all those who like open world games, great story, great graphics, interesting and varied characters, you will never get tired of the game. I thank the creators of the game, thank you.",4,2025-03-30 04:45:20,positive,2,0.9935042262077332
that's great....,5,2025-03-30 04:21:52,positive,2,0.9856512546539308
I looooove this game It's so cool and much fun,5,2025-03-30 04:09:59,positive,2,0.9951443076133728
"This game is good but HORRIBLE!!! The creators of the game do NOT care about their community and only caters to them when their wallets are threaten. I remember being excited, when I was told we were getting free 5-stars characters of our choosing. However, they just gave us one 5-star character to shut us up. Mihoyo, please either care about your community more or most of everyone will get bored and the game will die out. Also, any other game companies looking to collab with this game DON'T!!!",1,2025-03-30 03:27:56,negative,0,0.8854541778564453
"I played this game almost everyday for almost 5 years, it's awful don't play it.",1,2025-03-30 02:35:28,negative,0,0.9622753858566284
Best game ever played in mobile it's almost like I m playing in little pc a compact PC graphics storyline everything is awesome just if we can adjust the custom HUD controll it would be much more great but it still good,5,2025-03-30 02:32:37,positive,2,0.9929757118225098
well I Really fun when u get to play but the STORAGE!!!!,4,2025-03-30 02:24:05,positive,2,0.9863409399986268
"my stuff has been powercrept, it's way too grindy and eventually the grind isn't worth the repetitive gameplay..",1,2025-03-30 01:57:37,negative,0,0.9933393597602844
"I still love genshin graphics, musics and combat elemental reaction gameplay but after playing for almost 4 years I kinda bored with slow story progress with long storyline to wait for finish, less immersion feeling on storyline for these patch and repetitive events and activities, tiring grinding artifacts with low chance best results but still recommend for new players enjoy this game and take your time to enjoy it",2,2025-03-30 01:53:53,negative,0,0.8812800049781799
☺️,1,2025-03-30 01:48:16,neutral,1,0.3864839971065521
I love it,5,2025-03-30 01:23:27,positive,2,0.9829347729682922
"why it takes forever to compile shaders, even with snapdragon 8s gen 3 , with 256 , 12 gb ram",2,2025-03-30 01:17:01,negative,0,0.8938344717025757
"I just love it sm and bc of this game, I've gotten a new friend in WhatsApp",5,2025-03-30 01:16:22,positive,2,0.9870224595069884
lovely experience,5,2025-03-30 00:52:21,positive,2,0.9696189761161804
"После 5.xx игра как будто скатилась. От Варесы тошнить тянет. Мавуика надоела своей мэри сьюшностю. Натлан не о чём. Играю почти с релиза, очень любила эту игру, сейчас держит только ностальгия...",1,2025-03-30 00:51:32,neutral,1,0.4597981870174408
"Game going downhill, devs never listend as they claim they do",1,2025-03-30 00:49:48,negative,0,0.9844606518745422
Awesome! Feels like i m the main protagonist in an isekai anime lmfao! Enjoying it alot! Also there r number of waifus 😁! Best game sooo far! Less game more anime. Lol.. Give it a shot. Also don't hold back just bcs its size is 30gb. Make storage space n just start downloading!,5,2025-03-30 00:40:32,positive,2,0.9939080476760864
"awful lore and story progression, awful dev-player relationship and awful powercreep now has entered the chat as well! I don't recommend ANYONE getting into this game if they already haven't and I encourage you to leave if you have. it's a soul sucking parasite with barely any upsides. if you miss BoTW, go replay that instead. if you like the music it's available on Spotify. there's a million reasons why not to install this cash cow poor excuse of a game. it's a shame I can't go lower than 1star",1,2025-03-30 00:31:52,negative,0,0.9973961114883424
gamag paling taruk,1,2025-03-30 00:10:53,positive,2,0.80990070104599
I downloaded it and i still need to keep downloading and downloading and downloading bro just send a notification that's it's done with downloading I spend 31 giga bites nah this deserves a 1 star bro fix it,1,2025-03-30 00:08:38,negative,0,0.589790940284729
Good game 🤩🤩🤩,5,2025-03-29 23:45:46,positive,2,0.9216454029083252
very slow game not getting enough rewards wish system was very bad .,1,2025-03-29 23:21:31,negative,0,0.9912017583847046
game kikir quest kebanyakan yapping,1,2025-03-29 23:02:35,neutral,1,0.9558440446853638
Игра отличная Графика просто супер как и музыкальное сопровождение те кто пишет что нехватает памяти и лагает на мобильных устройствах это не проблемы оптимизации просто устройство мощнее надо и с большим количеством памяти и все будет окʕ⁠´⁠•⁠ ⁠ᴥ⁠•̥⁠`⁠ʔ,5,2025-03-29 23:01:52,neutral,1,0.3864839971065521
"please add skip conversation or story, i have enough of this. I don't care about the conversations or the stories, it makes me sick",3,2025-03-29 23:01:41,negative,0,0.9795701503753662
i don't know why this game need to be updated every week and also it takes so long when will I play if I waste my time in updating the game,4,2025-03-29 22:45:41,negative,0,0.9258939027786256
too slow to load.. to much take take,1,2025-03-29 22:45:05,negative,0,0.9820963144302368
trash community🙏,5,2025-03-29 22:36:50,negative,0,0.9774869084358216
"I installed it hoping for a good game, but it had to install over 20+ GB of additional files, and it didn't say that when I installed it, and it almost killed my phone.",1,2025-03-29 22:32:26,negative,0,0.657487690448761
"i wanna give it a 0, seriously, what is this game? the gameplay is ok, but all the archon quests are just talking, and the story is so boring and dumb, its not entertaining or fun, and you even have to pay money? then you replaced writers with ai, like just stop the talking SERIOUSLY, I DO NOT CARE. and you cant even skip. stupid game.",1,2025-03-29 22:20:35,negative,0,0.9957696199417114
"I love playing this game because of the game mechanics, the open world to explore I mean I am enjoying the new update a lot.",5,2025-03-29 22:09:06,positive,2,0.9806100130081176
"Hi! lumine user here, I love this game, but I'm disappointed about all the favouritism that's being given to: aether and hsr, as a aether lover as well, it's kinda upsetting that lumine doesn't get ANY attention, and hsr.. DID YOU SEE THE REWARDS?? Like please, genshin is one of hoyo's best running games, PLEASE GIVE US GENSHIN PLAYERS AT LEAST A BIT MORE REWARDS, AND there are BARELY any young boys and 0 liyue hydro ladies, 0 mondstadt dendro characters, etc, like hoyo, I beg, please fix it 😭",4,2025-03-29 22:08:40,negative,0,0.9043906927108764
It was amazing the gameplay the characters were perfection,5,2025-03-29 21:41:09,positive,2,0.9846739768981934
definitely a good game with good experience,5,2025-03-29 21:39:43,positive,2,0.983861207962036
excellent,5,2025-03-29 21:39:34,positive,2,0.882518470287323
Remove Castorice Global Passive,1,2025-03-29 21:36:45,negative,0,0.8815001249313354
I love the game so much I play it everyday the amazing characters and quests and amazing it's full of things out of this world and I recommend it for any action or fantasy 😀,4,2025-03-29 21:27:17,positive,2,0.9956687688827516
Good faith,1,2025-03-29 21:21:48,positive,2,0.9496753811836244
"used to be a good game in 2021-2023 but now there are too many new characters. Side quests etc take WAY too long. Boring Events and stuff like that..Let's not forget that there are barely any good re-runs like Klee and ganyu. I used to play everyday but now I log in once a month to pull, but not even that is fun anymore. The banners are bad and always the same New characters. The game had a huge downgrade. 2/10.",1,2025-03-29 21:18:05,negative,0,0.9971659779548644
really vibrant graphics,5,2025-03-29 21:14:57,positive,2,0.9922174215316772
شركة طماعة خايسة ✨,1,2025-03-29 21:12:51,neutral,1,0.3864839971065521
Gorgeous open and vibrant world with a great story,5,2025-03-29 21:09:16,positive,2,0.9843825697898864
Nice game,5,2025-03-29 21:06:38,positive,2,0.8704322576522827
it is a good game,5,2025-03-29 21:01:10,positive,2,0.9546882510185242
This game is great the only problem I have is the camera angles while battling multiple enemies camera automatically shifts to weird angles blocking the proper view while fighting and if you are surrounded by enemies sometimes it becomes difficult to leave attack button to adjust camera angle.,4,2025-03-29 20:54:05,negative,0,0.874406099319458
Add the dam skip button,3,2025-03-29 20:50:18,neutral,1,0.6844944953918457
I like the characters and the stories but I don't like when I have to wait to complete a story quest like the new story right now but I still love your game,3,2025-03-29 20:49:32,positive,2,0.971636950969696
oke lah,1,2025-03-29 20:45:48,neutral,1,0.3869496285915375
trash reward and very stingy with pull,1,2025-03-29 20:25:27,negative,0,0.791460394859314
"too many gooners, I hate this game, I've been playing since 2.2 there's nothing cool about it SINCE NATLAN UPDATE. genshin lost their fantasy vibe, hoping snezneya will be cooler than NATLAN + I hope the archon is not aether fangirl kawai uwu PLSSSSSS >:( and thx for the venti rerun, I miss him, gimme kokomi mihoyo and BANSOS PLSSSSSSS masa jdi anak tiri trs siiihhhh, game sebelah di manja² kita di jadiin anak tiri :((((((((((((((((((((((( pls dawei🙏",1,2025-03-29 20:13:35,negative,0,0.7257192134857178
phenomenal experience,5,2025-03-29 20:07:33,positive,2,0.945227324962616
uh just a very good game:P,5,2025-03-29 20:01:40,positive,2,0.9674035906791688
good experience,5,2025-03-29 19:19:33,positive,2,0.935538411140442
"Still no progress towards Sanctifying Elixir, 1 Elixir for an whole patch and the reward is not even guaranteed good",1,2025-03-29 19:03:47,negative,0,0.9669227600097656
دختران فن سرویس را آتش بزنید,5,2025-03-29 18:53:10,neutral,1,0.3864839971065521
"well made game. I like it because, graphics, gameplay, and the combat mechanic. keep up with the good work",4,2025-03-29 18:46:43,positive,2,0.993601143360138
very beautiful,5,2025-03-29 18:36:15,positive,2,0.974518656730652
nice game,5,2025-03-29 18:28:36,positive,2,0.8704322576522827
took 36 minutes just to get in the game,3,2025-03-29 18:27:48,negative,0,0.5182674527168274
Very addictive game 👍,5,2025-03-29 18:27:33,positive,2,0.9606496691703796
This game is absolutely amazing! but then I logged in to my one and only main account that is logged to Google and my AR rank got reset to the beginning and my whole entire characters and game data got reset too. please fix this problem Hoyoverse...,4,2025-03-29 18:21:55,negative,0,0.7615218162536621
it's fun,5,2025-03-29 18:10:42,positive,2,0.992806911468506
i love it i love the characters and my sons enjoyed playing it i recommend to play it,4,2025-03-29 18:02:52,positive,2,0.9945059418678284
ever since I was a kid I have been wanting to play this game and I had just recently started playing this and it is the best everrr,5,2025-03-29 18:00:43,positive,2,0.9908855557441713
hu tao is PEAK character🗣️🔥🔥🔥,1,2025-03-29 17:54:21,neutral,1,0.7693071365356445
